Prompt#,Statement 1,Statement 2,Model Response
1287,phubbing subClassOf blend word,phubbing subClassOf usage,no
1288,honorary doctor of the University of Toulouse-I subClassOf honorary doctorate,honorary doctor of the University of Toulouse-I subClassOf phrase,yes
1289,Hydrogen fuel enhancement subClassOf gas,Hydrogen fuel enhancement subClassOf liquid,yes
1290,honorary doctor of the University of Urbino subClassOf phrase,honorary doctor of the University of Urbino subClassOf word,yes
1291,Rector of the University of Montreal subClassOf rector,Rector of the University of Montreal subClassOf phrase,yes
1292,honorary citizen of Kladno subClassOf honorary citizenship,honorary citizen of Kladno subClassOf word,yes
1293,honorary doctor of the University of Leicester subClassOf honorary doctorate,honorary doctor of the University of Leicester subClassOf word,yes
1294,doctor honoris causa of Keiō University subClassOf phrase,doctor honoris causa of Keiō University subClassOf word,yes
1295,caballerizo subClassOf phrase,caballerizo subClassOf word,yes
1296,President of the Islamic Azad University subClassOf phrase,President of the Islamic Azad University subClassOf word,yes
1297,honorary citizen of Miami subClassOf phrase,honorary citizen of Miami subClassOf word,yes
1298,honorary citizen of the Chechen Republic subClassOf phrase,honorary citizen of the Chechen Republic subClassOf word,yes
1299,president of King Saud University subClassOf rector,president of King Saud University subClassOf phrase,yes
1300,doctor honoris causa from the Pierre and Marie Curie University subClassOf phrase,doctor honoris causa from the Pierre and Marie Curie University subClassOf word,yes
1301,Anglican Bishop of Armidale subClassOf diocesan bishop,Anglican Bishop of Armidale subClassOf phrase,yes
1302,Bishop of Liverpool subClassOf diocesan bishop,Bishop of Liverpool subClassOf phrase,yes
1303,Chancellor of the University of Oxford subClassOf chancellor,Chancellor of the University of Oxford subClassOf word,yes
1304,President of the University of Notre Dame subClassOf phrase,President of the University of Notre Dame subClassOf word,yes
1305,Honorary Doctorate of University of Buenos Aires subClassOf honorary doctorate,Honorary Doctorate of University of Buenos Aires subClassOf phrase,yes
1306,ribbon subClassOf rosette,ribbon subClassOf abstract object,yes
1307,honorary doctor of the National University of Córdoba subClassOf phrase,honorary doctor of the National University of Córdoba subClassOf word,yes
1308,hexagram subClassOf irregular polygon,hexagram subClassOf regular polygon,yes
1309,honorary doctorate from University of Lyon (ComUE) subClassOf phrase,honorary doctorate from University of Lyon (ComUE) subClassOf word,yes
1310,Chancellor of Liverpool John Moores University subClassOf phrase,Chancellor of Liverpool John Moores University subClassOf word,yes
1311,President of Jefferson College subClassOf rector,President of Jefferson College subClassOf phrase,yes
1312,honorary doctor of the Nankai University subClassOf honorary doctorate,honorary doctor of the Nankai University subClassOf word,yes
1313,Franco-Belgian comics magazines subClassOf abstract object,Franco-Belgian comics magazines subClassOf concrete object,yes
1314,honorary citizen of Valletta subClassOf honorary citizenship,honorary citizen of Valletta subClassOf word,yes
1315,President of Franklin College subClassOf rector,President of Franklin College subClassOf phrase,yes
1316,honorary citizen of Hustopeče subClassOf honorary citizenship,honorary citizen of Hustopeče subClassOf phrase,yes
1317,honorary doctor of the Aristotle University of Thessaloniki subClassOf phrase,honorary doctor of the Aristotle University of Thessaloniki subClassOf word,yes
1318,honorary doctor of Erasmus University Rotterdam subClassOf phrase,honorary doctor of Erasmus University Rotterdam subClassOf word,yes
1319,Bishop of Leicester subClassOf suffragan bishop,Bishop of Leicester subClassOf word,yes
1320,honorary citizen of Płock subClassOf phrase,honorary citizen of Płock subClassOf word,yes
1321,honorary doctorate of the European University of the Atlantic subClassOf phrase,honorary doctorate of the European University of the Atlantic subClassOf word,yes
1322,honorary doctor of the RWTH Aachen University subClassOf honorary doctorate,honorary doctor of the RWTH Aachen University subClassOf phrase,yes
1323,honorary citizen of Dunajská Streda subClassOf honorary citizenship,honorary citizen of Dunajská Streda subClassOf phrase,yes
1324,Potamoi subClassOf abstract object,Potamoi subClassOf concrete object,yes
1325,caballerizo mayor del príncipe de Asturias subClassOf phrase,caballerizo mayor del príncipe de Asturias subClassOf word,yes
1326,honorary citizen of Chelyabinsk subClassOf phrase,honorary citizen of Chelyabinsk subClassOf word,yes
1327,President of Saint Joseph's University subClassOf rector,President of Saint Joseph's University subClassOf phrase,yes
1328,researcher subClassOf phrase,researcher subClassOf word,yes
1329,Bishop of Killaloe and Clonfert subClassOf phrase,Bishop of Killaloe and Clonfert subClassOf word,yes
1330,president of the University of Jena subClassOf university president,president of the University of Jena subClassOf phrase,yes
1331,French noble title subClassOf phrase,French noble title subClassOf word,yes
1332,doctor honoris causa from the University of Nancy subClassOf honorary doctorate,doctor honoris causa from the University of Nancy subClassOf phrase,yes
1333,Monopoly €50 bill subClassOf abstract object,Monopoly €50 bill subClassOf concrete object,yes
1334,collection volume subClassOf book,collection volume subClassOf concrete object,no
1335,Bishop of Leicester subClassOf phrase,Bishop of Leicester subClassOf word,yes
1336,honorary citizen of Votice subClassOf phrase,honorary citizen of Votice subClassOf word,yes
1337,LNG as ship fuel subClassOf liquefied natural gas,LNG as ship fuel subClassOf liquid,no
1338,honorary doctor of Mount Holyoke College subClassOf phrase,honorary doctor of Mount Holyoke College subClassOf word,yes
1339,honorary citizen of Rapallo subClassOf phrase,honorary citizen of Rapallo subClassOf word,yes
1340,Thatcher baronets subClassOf baronetcy,Thatcher baronets subClassOf phrase,yes
1341,Bishop of Bangor subClassOf diocesan bishop,Bishop of Bangor subClassOf phrase,yes
1342,honorary doctor of the Edinburgh Napier University subClassOf honorary doctorate,honorary doctor of the Edinburgh Napier University subClassOf phrase,yes
1343,honorary doctor of the Zhengzhou University subClassOf honorary doctorate,honorary doctor of the Zhengzhou University subClassOf phrase,yes
1344,O. Cist subClassOf name suffix,O. Cist subClassOf word,no
1345,honorary citizen of Jilemnice subClassOf honorary citizenship,honorary citizen of Jilemnice subClassOf phrase,yes
1346,honorary doctor of the University of Chile subClassOf honorary doctorate,honorary doctor of the University of Chile subClassOf phrase,yes
1347,honorary doctor of the University of Königsberg subClassOf honorary doctorate,honorary doctor of the University of Königsberg subClassOf word,yes
1348,National artist of Macedonia subClassOf phrase,National artist of Macedonia subClassOf word,yes
1349,K⁰ subClassOf hadron,K⁰ subClassOf elementary particle,yes
1350,honorary doctor of the Jinan University subClassOf phrase,honorary doctor of the Jinan University subClassOf word,yes
1351,President of Hampden–Sydney College subClassOf phrase,President of Hampden–Sydney College subClassOf word,yes
1352,honorary doctor of the Bar-Ilan University subClassOf honorary doctorate,honorary doctor of the Bar-Ilan University subClassOf word,yes
1353,honorary citizen of Lviv subClassOf phrase,honorary citizen of Lviv subClassOf word,yes
1354,honorary doctorate of San Jorge University subClassOf phrase,honorary doctorate of San Jorge University subClassOf word,yes
1355,Rector of the University of Tübingen subClassOf phrase,Rector of the University of Tübingen subClassOf word,yes
1356,honorary citizen of Šumperk subClassOf honorary citizenship,honorary citizen of Šumperk subClassOf phrase,yes
1357,Honorary doctor of the University of Oxford subClassOf honorary doctorate,Honorary doctor of the University of Oxford subClassOf word,yes
1358,honorary citizen of Sverdlovsk Oblast subClassOf phrase,honorary citizen of Sverdlovsk Oblast subClassOf word,yes
1359,honorary citizen of Letohrad subClassOf phrase,honorary citizen of Letohrad subClassOf word,yes
1360,honorary citizen of Staryja Darohi subClassOf honorary citizenship,honorary citizen of Staryja Darohi subClassOf phrase,yes
1361,Rector of Moscow State University subClassOf phrase,Rector of Moscow State University subClassOf word,yes
1362,president of Princeton University subClassOf phrase,president of Princeton University subClassOf word,yes
1363,President of the University of San Francisco subClassOf phrase,President of the University of San Francisco subClassOf word,yes
1364,honorary doctor of the Xidian University subClassOf phrase,honorary doctor of the Xidian University subClassOf word,yes
1365,President of New York University subClassOf phrase,President of New York University subClassOf word,yes
1366,honorary doctor of the Tokai University subClassOf honorary doctorate,honorary doctor of the Tokai University subClassOf word,yes
1367,honorary citizen of Chojnice subClassOf honorary citizenship,honorary citizen of Chojnice subClassOf phrase,yes
1368,honorary citizen of Munich subClassOf honorary citizenship,honorary citizen of Munich subClassOf word,yes
1369,honorary doctorate from the University of Strasbourg subClassOf phrase,honorary doctorate from the University of Strasbourg subClassOf word,yes
1370,honorary doctorate from the Catholic University of Lublin subClassOf honorary doctorate,honorary doctorate from the Catholic University of Lublin subClassOf word,yes
1371,Wikipedia mirror or fork subClassOf wiki,Wikipedia mirror or fork subClassOf property,yes
1372,honorary doctorate of the Catholic University of Valencia San Vicente the Martyr subClassOf honorary doctorate,honorary doctorate of the Catholic University of Valencia San Vicente the Martyr subClassOf phrase,yes
1373,printing dupe subClassOf intermediate,printing dupe subClassOf concrete object,yes
1374,honorary doctor of the University of Siegen subClassOf phrase,honorary doctor of the University of Siegen subClassOf word,yes
1375,rector of the Pontifical University of Salamanca subClassOf rector,rector of the Pontifical University of Salamanca subClassOf word,yes
1376,Bishop of Birmingham subClassOf phrase,Bishop of Birmingham subClassOf word,yes
1377,The Order of the Sacred Treasure,"Gold Rays with Neck Ribbon subClassOf phrase, The Order of the Sacred Treasure, Gold Rays with Neck Ribbon subClassOf word",no
1378,eleven-pointed star subClassOf regular star polygon,eleven-pointed star subClassOf concave polygon,yes
1379,caballerizo subClassOf equerry,caballerizo subClassOf phrase,yes
1380,honorific prefix subClassOf phrase,honorific prefix subClassOf word,no
1381,Bishop of Kimberley and Kuruman subClassOf diocesan bishop,Bishop of Kimberley and Kuruman subClassOf word,yes
1382,Honorary doctor of Stellenbosch University subClassOf honorary doctorate,Honorary doctor of Stellenbosch University subClassOf phrase,yes
1383,honorary doctorate of San Jorge University subClassOf honorary doctorate,honorary doctorate of San Jorge University subClassOf word,yes
1384,Gold Medal of the Order of the African Star subClassOf phrase,Gold Medal of the Order of the African Star subClassOf word,yes
1385,honorary doctorate from University of Dunkerque subClassOf honorary doctorate,honorary doctorate from University of Dunkerque subClassOf word,yes
1386,Anglican Bishop of The Murray subClassOf diocesan bishop,Anglican Bishop of The Murray subClassOf phrase,yes
