Prompt#,Statement 1,Statement 2,Model Response
1713,honorary citizen of Cluj-Napoca subClassOf honorary citizenship,honorary citizen of Cluj-Napoca subClassOf word,Yes
1714,principal of Uppsala University subClassOf rector,principal of Uppsala University subClassOf phrase,yes
1715,statue of the Buddha in Hōryū-ji subClassOf abstract object,statue of the Buddha in Hōryū-ji subClassOf concrete object,Yes
1716,honorary doctor of the University of Belgrade subClassOf phrase,honorary doctor of the University of Belgrade subClassOf word,Yes
1717,Honour Ring of Villach city subClassOf honorary citizenship,Honour Ring of Villach city subClassOf phrase,Yes
1718,honorary citizen of Svaliava subClassOf honorary citizenship,honorary citizen of Svaliava subClassOf word,yes
1719,honorary title of the Estonian SSR subClassOf title of honor,honorary title of the Estonian SSR subClassOf phrase,Yes
1720,Judaism and Mormonism subClassOf Christianity,Judaism and Mormonism subClassOf Judaism,Yes
1721,honorary doctor of the University of Picardie Jules Verne subClassOf honorary doctorate,honorary doctor of the University of Picardie Jules Verne subClassOf word,yes
1722,MtX subClassOf transgender person,MtX subClassOf LGBTQ person,No
1723,adopted child of biological mother and father subClassOf biological sibling,adopted child of biological mother and father subClassOf adopted child of biological parent,No
1724,honorary doctor of the Far Eastern Federal University subClassOf honorary doctorate,honorary doctor of the Far Eastern Federal University subClassOf phrase,No
1725,honorary doctor of Ben-Gurion University subClassOf phrase,honorary doctor of Ben-Gurion University subClassOf word,yes
1726,honorary citizen of Ternopil subClassOf phrase,honorary citizen of Ternopil subClassOf word,Yes
1727,police rank of Germany subClassOf title of authority,police rank of Germany subClassOf word,No
1728,Hōsōshin-to subClassOf abstract object,Hōsōshin-to subClassOf concrete object,Yes
1729,honorary citizen of Lázně Toušeň subClassOf phrase,honorary citizen of Lázně Toušeň subClassOf word,Yes
1730,utamakura subClassOf abstract object,utamakura subClassOf property,Yes
1731,softcover subClassOf abstract object,softcover subClassOf concrete object,yes
1732,Stilettos in a rifle range subClassOf paperback,Stilettos in a rifle range subClassOf abstract object,Yes
1733,rector magnificus of Wageningen University & Research subClassOf rector,rector magnificus of Wageningen University & Research subClassOf phrase,Yes
1734,honorary citizen of Lomnice nad Popelkou subClassOf phrase,honorary citizen of Lomnice nad Popelkou subClassOf word,Yes
1735,female double cross-cousin subClassOf paternal parallel cousin,female double cross-cousin subClassOf paternal cross cousin,Yes
1736,honorary doctor of the University of Science and Technology of China subClassOf phrase,honorary doctor of the University of Science and Technology of China subClassOf word,No
1737,icosagram subClassOf concave polygon,icosagram subClassOf convex polygon,yes
1738,honorary citizen of Targu Mures subClassOf phrase,honorary citizen of Targu Mures subClassOf word,No
1739,Swedish military mnemonics subClassOf usage,Swedish military mnemonics subClassOf word or phrase,No
1740,paperback subClassOf printed book,paperback subClassOf concrete object,No
1741,honorary doctor of the Howard University subClassOf phrase,honorary doctor of the Howard University subClassOf word,Yes
1742,O. Cist subClassOf phrase,O. Cist subClassOf word,No
1743,Bishop of Stepney subClassOf suffragan bishop,Bishop of Stepney subClassOf word,Yes
1744,Kacidhja subClassOf miser,Kacidhja subClassOf word or phrase,Yes
1745,honorary citizen of Chrudim subClassOf honorary citizenship,honorary citizen of Chrudim subClassOf phrase,Yes
1746,honorary doctor of the University of Manchester subClassOf phrase,honorary doctor of the University of Manchester subClassOf word,Yes
1747,acanthus subClassOf ornament,acanthus subClassOf abstract object,No
1748,honorary doctor of the Yale University subClassOf phrase,honorary doctor of the Yale University subClassOf word,Yes
1749,honorary citizen of Toruń subClassOf phrase,honorary citizen of Toruń subClassOf word,No
1750,kokatsuji-bon subClassOf abstract object,kokatsuji-bon subClassOf concrete object,Yes
1751,honorary citizen of Csongrád subClassOf honorary citizenship,honorary citizen of Csongrád subClassOf phrase,yes
1752,How Other People Make Love subClassOf paperback,How Other People Make Love subClassOf concrete object,No
1753,honorary citizen of Prague subClassOf honorary citizenship,honorary citizen of Prague subClassOf phrase,No
1754,khanate subClassOf political territorial entity,khanate subClassOf state,No
1755,honorary doctor of the Central South University subClassOf honorary doctorate,honorary doctor of the Central South University subClassOf word,Yes
1756,honorary citizen of Klaipėda subClassOf honorary citizenship,honorary citizen of Klaipėda subClassOf phrase,yes
1757,honorary citizen of Dombóvár subClassOf honorary citizenship,honorary citizen of Dombóvár subClassOf word,error
1758,Medal of the Order of Entrepreneurial Merit subClassOf phrase,Medal of the Order of Entrepreneurial Merit subClassOf word,No
1759,honorary doctor of the Education University of Hong Kong subClassOf phrase,honorary doctor of the Education University of Hong Kong subClassOf word,Yes
1760,pentadecagram subClassOf regular star polygon,pentadecagram subClassOf convex polygon,Yes
1761,honorary doctor of Chalmers University of Technology subClassOf phrase,honorary doctor of Chalmers University of Technology subClassOf word,Yes
1762,honorary doctor of the University of Alicante subClassOf honorary doctorate,honorary doctor of the University of Alicante subClassOf phrase,Yes
1763,honorary citizen of Magnitogorsk subClassOf honorary citizenship,honorary citizen of Magnitogorsk subClassOf phrase,Yes
1764,honorary citizen of Jászberény subClassOf honorary citizenship,honorary citizen of Jászberény subClassOf word,Yes
1765,President of Al-Balqaʼ Applied University subClassOf phrase,President of Al-Balqaʼ Applied University subClassOf word,Yes
1766,President of Fordham University subClassOf phrase,President of Fordham University subClassOf word,yes
1767,honorary doctor of the University of St. Gallen subClassOf honorary doctorate,honorary doctor of the University of St. Gallen subClassOf word,Yes
1768,Medal of the Order of the Defender of the Realm subClassOf phrase,Medal of the Order of the Defender of the Realm subClassOf word,Yes
1769,academic rank subClassOf phrase,academic rank subClassOf word,yes
1770,honorary citizen of Dorog subClassOf honorary citizenship,honorary citizen of Dorog subClassOf phrase,Yes
1771,fourteen-pointed star subClassOf concave polygon,fourteen-pointed star subClassOf convex polygon,Yes
1772,honorary doctorate from the McGill University subClassOf honorary doctorate,honorary doctorate from the McGill University subClassOf phrase,Yes
1773,Medal of Unity subClassOf medal of an order,Medal of Unity subClassOf word,Yes
1774,Rector of Marischal College,"Aberdeen subClassOf phrase, Rector of Marischal College, Aberdeen subClassOf word",No
1775,honorary citizen of Debrecen subClassOf phrase,honorary citizen of Debrecen subClassOf word,Yes
1776,honorary citizen of Lüneburg subClassOf honorary citizenship,honorary citizen of Lüneburg subClassOf word,Yes
1777,Bishop of Mauritius subClassOf Anglican bishop,Bishop of Mauritius subClassOf phrase,Yes
1778,honorary doctorate of the University of the Basque Country subClassOf phrase,honorary doctorate of the University of the Basque Country subClassOf word,Yes
1779,chancellor subClassOf phrase,chancellor subClassOf word,No
1780,honorary doctorate of the University of Reims subClassOf honorary doctorate,honorary doctorate of the University of Reims subClassOf phrase,yes
1781,slug subClassOf abstract object,slug subClassOf concrete object,Yes
1782,honorary doctor of University of Humanistic Studies subClassOf honorary doctorate,honorary doctor of University of Humanistic Studies subClassOf word,yes
1783,Chancellor of Universiti Teknologi MARA subClassOf phrase,Chancellor of Universiti Teknologi MARA subClassOf word,Yes
1784,honorary doctorate from the University of Alberta subClassOf honorary doctorate,honorary doctorate from the University of Alberta subClassOf phrase,Yes
1785,President of East China University of Political Science and Law subClassOf phrase,President of East China University of Political Science and Law subClassOf word,Yes
1786,Protestant Bishop of Dunkeld subClassOf phrase,Protestant Bishop of Dunkeld subClassOf word,Yes
1787,rector magnificus of the Erasmus University Rotterdam subClassOf phrase,rector magnificus of the Erasmus University Rotterdam subClassOf word,No
1788,miniature book subClassOf abstract object,miniature book subClassOf concrete object,Yes
1789,honorary citizen of Litoměřice subClassOf phrase,honorary citizen of Litoměřice subClassOf word,Yes
1790,copy of the Qur’an subClassOf abstract object,copy of the Qur’an subClassOf concrete object,Yes
1791,honorary doctor of the University of Göttingen subClassOf phrase,honorary doctor of the University of Göttingen subClassOf word,Yes
1792,honorary citizen of Ishimbay subClassOf honorary citizenship,honorary citizen of Ishimbay subClassOf phrase,No
1793,Kazakh profanity subClassOf word or phrase,Kazakh profanity subClassOf meaning,Yes
1794,Swabian Circle subClassOf historical country,Swabian Circle subClassOf state,No
1795,Anglican Archbishop of Cape Town subClassOf phrase,Anglican Archbishop of Cape Town subClassOf word,Yes
1796,honorary doctor of the University of Birmingham subClassOf phrase,honorary doctor of the University of Birmingham subClassOf word,Yes
1797,honorary citizen of Lázně Bělohrad subClassOf phrase,honorary citizen of Lázně Bělohrad subClassOf word,Yes
1798,honorary doctor of the Royal College of Music subClassOf phrase,honorary doctor of the Royal College of Music subClassOf word,No
1799,honorary doctor of Grinnell College subClassOf phrase,honorary doctor of Grinnell College subClassOf word,No
1800,honorary doctorate of the University of Valladolid subClassOf phrase,honorary doctorate of the University of Valladolid subClassOf word,Yes
1801,Bishop of Berwick subClassOf phrase,Bishop of Berwick subClassOf word,Yes
1802,Anglican Bishop of The Murray subClassOf phrase,Anglican Bishop of The Murray subClassOf word,No
1803,honorary doctorate from University of La Réunion subClassOf honorary doctorate,honorary doctorate from University of La Réunion subClassOf phrase,No
1804,Honorary citizen of Vitebsk subClassOf phrase,Honorary citizen of Vitebsk subClassOf word,No
1805,Taj Mahal replicas and derivatives subClassOf abstract object,Taj Mahal replicas and derivatives subClassOf concrete object,Yes
1806,honorary citizen of Nový Jičín subClassOf honorary citizenship,honorary citizen of Nový Jičín subClassOf word,yes
1807,honorary citizen of Vladivostok subClassOf honorary citizenship,honorary citizen of Vladivostok subClassOf phrase,Yes
1808,O.F.M. subClassOf phrase,O.F.M. subClassOf word,No
1809,honorary citizen of Šumperk subClassOf phrase,honorary citizen of Šumperk subClassOf word,No
1810,pentagram subClassOf concave polygon,pentagram subClassOf convex polygon,Yes
1811,honorary doctor of University of Economics in Bratislava subClassOf phrase,honorary doctor of University of Economics in Bratislava subClassOf word,No
1812,Honorary Citizen of Asturias subClassOf phrase,Honorary Citizen of Asturias subClassOf word,Yes
1813,President of the American University of Beirut subClassOf phrase,President of the American University of Beirut subClassOf word,Yes
1814,honorary doctor of the University of Pretoria subClassOf honorary doctorate,honorary doctor of the University of Pretoria subClassOf word,Yes
